New Training Session, Net Version 50 ,,,
Epoch, iterations, Running Loss, Lowest Running Loss, Mark Number 
1517,999,4007.362793,2023.214111,24
1518,999,2065.209473,2023.214111,24
1519,999,2946.980957,2023.214111,24
1520,999,4112.549805,2023.214111,24
1521,999,4158.408203,2023.214111,24
1522,999,1353.338013,2023.214111,24
1523,999,4107.991211,1353.338013,25
1524,999,3390.28418,1353.338013,25
1525,999,6020.208008,1353.338013,25
1526,999,8606.120117,1353.338013,25
1527,999,1477.924438,1353.338013,25
1528,999,3090.183105,1353.338013,25
1529,999,4615.809082,1353.338013,25
1530,999,2715.160645,1353.338013,25
1531,999,2097.876465,1353.338013,25
1532,999,4384.835449,1353.338013,25
1533,999,1474.826294,1353.338013,25
1534,999,3897.256836,1353.338013,25
1535,999,595.3633423,1353.338013,25
1536,999,2693.320801,595.3633423,26
1537,999,5136.282715,595.3633423,26
1538,999,2941.582031,595.3633423,26
1539,999,2438.119873,595.3633423,26
1540,999,5220.594727,595.3633423,26
1541,999,1944.873413,595.3633423,26
1542,999,5255.51416,595.3633423,26
1543,999,3242.289795,595.3633423,26
1544,999,3069.357666,595.3633423,26
1545,999,5889.244629,595.3633423,26
1546,999,6852.777344,595.3633423,26
1547,999,1527.539795,595.3633423,26
1548,999,1859.177856,595.3633423,26
1549,999,3340.547119,595.3633423,26
1550,999,2877.874756,595.3633423,26
1551,999,482.355896,595.3633423,26
1552,999,4399.237305,482.355896,27
1553,999,2469.310547,482.355896,27
1554,999,5978.07373,482.355896,27
1555,999,5018.226074,482.355896,27
1556,999,4430.858398,482.355896,27
1557,999,270.106781,482.355896,27
1558,999,6269.05957,270.106781,28
1559,999,1805.149292,270.106781,28
1560,999,3644.859863,270.106781,28
1561,999,4808.804199,270.106781,28
1562,999,2958.091797,270.106781,28
1563,999,4012.825928,270.106781,28
1564,999,1777.418213,270.106781,28
1565,999,4803.436035,270.106781,28
1566,999,994.4255371,270.106781,28
1567,999,1891.951782,270.106781,28
1568,999,7744.438965,270.106781,28
1569,999,3894.318848,270.106781,28
1570,999,972.9519043,270.106781,28
1571,999,5713.681641,270.106781,28
1572,999,5140.529785,270.106781,28
1573,999,6318.386719,270.106781,28
1574,999,1072.291382,270.106781,28
1575,999,-88.50527954,270.106781,28
1576,999,5.443876743,-88.50527954,29
1577,999,7721.918457,-88.50527954,29
1578,999,2482.831787,-88.50527954,29
1579,999,3071.442627,-88.50527954,29
1580,999,4631.125,-88.50527954,29
1581,999,1251.870483,-88.50527954,29
1582,999,4836.393066,-88.50527954,29
1583,999,2832.890137,-88.50527954,29
1584,999,2095.271729,-88.50527954,29
1585,999,2827.648926,-88.50527954,29
1586,999,2336.430908,-88.50527954,29
1587,999,458.6372681,-88.50527954,29
1588,999,1974.514526,-88.50527954,29
1589,999,3481.229004,-88.50527954,29
1590,999,5495.465332,-88.50527954,29
1591,999,6637.373047,-88.50527954,29
1592,999,1722.568726,-88.50527954,29
1593,999,1963.160645,-88.50527954,29
1594,999,2358.443604,-88.50527954,29
1595,999,2816.223389,-88.50527954,29
1596,999,889.3237915,-88.50527954,29
1597,999,637.8737183,-88.50527954,29
1598,999,-486.6889038,-88.50527954,29
1599,999,4821.431641,-486.6889038,30
1600,999,1455.083496,-486.6889038,30
1601,999,3680.37207,-486.6889038,30
1602,999,245.7544708,-486.6889038,30
